1,0.0000,0.0000
2,0.0333,0.0305
3,0.0667,0.0000
4,0.1000,0.0701
5,0.1333,0.7311
6,0.1667,0.5674
7,0.2000,0.0857
8,0.2333,0.6781
9,0.2667,0.1000
10,0.3000,0.6741
11,0.3333,0.1377
12,0.3667,0.0821
13,0.4000,0.1410
14,0.4333,0.0735
15,0.4667,0.0286
16,0.5000,0.0819
17,0.5333,0.0290
18,0.5667,0.0111
19,0.6000,0.0000
20,0.6333,0.0044
21,0.6667,0.0000
22,0.7000,0.0000
23,0.7333,0.0000
24,0.7667,0.0000
25,0.8000,0.0000
26,0.8333,5.7915
27,0.8667,1.7223
28,0.9000,0.0019
29,0.9333,1.9662
30,0.9667,0.0004
31,1.0000,1.4500
32,1.0333,0.0017
33,1.0667,1.4851
34,1.1000,1.4352
35,1.1333,0.0022
36,1.1667,1.4105
37,1.2000,1.4344
38,1.2333,1.1343
39,1.2667,1.9091
40,1.3000,0.9002
41,1.3333,1.5239
42,1.3667,1.8342
43,1.4000,2.1573
44,1.4333,0.0099
45,1.4667,1.8030
46,1.5000,0.0000
47,1.5333,3.0571
48,1.5667,1.5132
49,1.6000,0.0019
50,1.6333,0.5573
51,1.6667,0.8217
52,1.7000,0.3823
53,1.7333,0.0037
54,1.7667,0.0147
55,1.8000,0.0000
56,1.8333,1.5379
57,1.8667,0.0000
58,1.9000,1.4032
59,1.9333,0.0000
60,1.9667,1.3249
61,2.0000,1.2269
62,2.0333,1.0003
63,2.0667,1.4112
64,2.1000,0.0024
65,2.1333,1.5105
66,2.1667,1.1213
67,2.2000,1.6608
68,2.2333,0.0015
69,2.2667,1.8136
70,2.3000,0.0020
71,2.3333,1.8213
72,2.3667,1.8720
73,2.4000,2.4357
74,2.4333,0.0024
75,2.4667,2.4267
76,2.5000,2.4115
77,2.5333,0.0005
78,2.5667,2.2255
79,2.6000,0.2024
80,2.6333,0.2044
81,2.6667,0.0005
82,2.7000,0.0000
83,2.7333,0.0000
84,2.7667,0.0000
85,2.8000,0.0000
86,2.8333,0.0000
87,2.8667,0.0000
88,2.9000,0.0000
89,2.9333,0.0000
90,2.9667,0.0000
91,3.0000,2.4367
92,3.0333,1.0522
93,3.0667,0.6953
94,3.1000,1.5403
95,3.1333,0.0000
96,3.1667,0.5346
97,3.2000,1.4977
98,3.2333,2.0849
99,3.2667,0.0000
100,3.3000,1.5904
101,3.3333,1.5413
102,3.3667,1.9792
103,3.4000,0.0001
104,3.4333,1.4301
105,3.4667,0.3813
106,3.5000,0.3111
107,3.5333,0.0021
108,3.5667,0.0000
109,3.6000,1.1957
110,3.6333,1.0862
111,3.6667,0.7841
112,3.7000,0.0000
113,3.7333,1.3485
114,3.7667,0.0040
115,3.8000,1.4381
116,3.8333,0.0025
117,3.8667,1.4310
118,3.9000,1.2655
119,3.9333,0.0044
120,3.9667,0.8975
121,4.0000,1.0733
122,4.0333,1.4713
123,4.0667,0.8244
124,4.1000,0.0001
125,4.1333,0.8375
126,4.1667,1.3397
127,4.2000,1.0803
128,4.2333,0.0071
129,4.2667,0.1994
130,4.3000,1.2521
131,4.3333,0.9623
132,4.3667,0.4044
133,4.4000,0.6331
134,4.4333,1.0304
135,4.4667,1.0664
136,4.5000,1.1305
137,4.5333,1.1699
138,4.5667,1.2961
139,4.6000,0.0078
140,4.6333,1.0228
141,4.6667,0.5032
142,4.7000,0.7219
143,4.7333,0.7312
144,4.7667,0.0004
145,4.8000,1.1213
146,4.8333,0.0090
147,4.8667,0.2052
148,4.9000,0.5579
149,4.9333,1.0251
150,4.9667,0.0004
151,5.0000,1.3327
152,5.0333,0.0002
153,5.0667,2.1696
154,5.1000,1.3050
155,5.1333,1.2628
156,5.1667,0.0002
157,5.2000,1.3925
158,5.2333,0.6259
159,5.2667,0.5127
160,5.3000,0.3142
161,5.3333,0.2962
162,5.3667,0.0002
163,5.4000,0.2263
164,5.4333,0.0081
165,5.4667,0.0181
166,5.5000,5.2549
167,5.5333,0.0028
168,5.5667,0.0014
169,5.6000,0.0000
170,5.6333,0.0000
171,5.6667,0.0000
172,5.7000,0.0000
173,5.7333,0.0000
174,5.7667,0.0000
175,5.8000,0.3913
176,5.8333,0.0000
177,5.8667,0.8233
178,5.9000,0.5239
179,5.9333,0.0006
180,5.9667,0.8330
181,6.0000,0.5429
182,6.0333,0.0037
183,6.0667,0.2491
184,6.1000,0.8674
185,6.1333,0.0001
186,6.1667,0.7564
187,6.2000,0.5095
188,6.2333,0.0000
189,6.2667,0.2783
190,6.3000,0.0000
191,6.3333,0.0000
192,6.3667,0.0000
193,6.4000,0.0364
194,6.4333,0.0000
195,6.4667,0.0000
196,6.5000,0.0000
197,6.5333,0.0000
198,6.5667,0.0000
199,6.6000,0.0000
200,6.6333,0.0000
201,6.6667,0.0000
202,6.7000,0.0000
203,6.7333,0.0000
204,6.7667,0.0000
205,6.8000,0.0000
206,6.8333,0.0000
207,6.8667,0.1998
208,6.9000,0.0000
209,6.9333,0.0000
210,6.9667,0.0000
211,7.0000,0.0000
212,7.0333,0.0000
213,7.0667,0.0000
214,7.1000,5.1041
215,7.1333,0.2097
216,7.1667,0.9025
217,7.2000,1.0733
218,7.2333,0.5328
219,7.2667,0.2047
220,7.3000,0.9611
221,7.3333,0.2051
222,7.3667,0.0004
223,7.4000,0.0000
224,7.4333,0.0000
225,7.4667,0.0000
226,7.5000,0.0000
227,7.5333,1.2677
228,7.5667,0.0016
229,7.6000,0.0017
230,7.6333,0.0000
231,7.6667,1.2976
232,7.7000,0.4029
233,7.7333,0.0031
234,7.7667,1.9542
235,7.8000,0.2753
236,7.8333,0.0038
237,7.8667,1.5672
238,7.9000,1.4864
239,7.9333,0.0005
240,7.9667,1.6276
241,8.0000,0.9107
